freq_mhz,canal,mediana,pct_ocupado
858.105,D,-69.51,22.951
858.125,D,-69.07,22.951
858.145,D,-69.431,21.311
858.164,D,-69.317,19.672
858.184,D,-70.049,21.311
858.203,D,-69.8,21.311
858.223,D,-70.431,22.951
858.242,D,-69.359,24.59
858.262,D,-70.469,24.59
858.281,D,-70.637,24.59
858.301,D,-69.883,22.951
858.32,D,-70.95,24.59
858.34,D,-70.094,22.951
858.359,D,-69.306,26.23
858.379,D,-70.001,21.311
858.398,D,-69.9,24.59
858.418,D,-70.296,26.23
858.438,D,-70.985,29.508
858.457,D,-68.79,27.869
858.477,D,-69.151,22.951
858.496,D,-70.493,22.951
858.516,D,-71.008,26.23
858.535,D,-71.094,27.869
858.555,D,-70.584,27.869
858.574,D,-68.948,24.59
858.594,D,-68.799,24.59
858.613,D,-69.089,27.869
858.633,D,-69.14,26.23
858.652,D,-69.114,26.23
858.672,D,-72.357,21.311
858.691,D,-72.396,21.311
858.711,D,-72.109,24.59
858.73,D,-69.691,24.59
858.75,D,-70.587,22.951
858.77,D,-72.263,21.311
858.789,D,-71.256,24.59
858.809,D,-69.483,24.59
858.828,D,-69.394,22.951
858.848,D,-70.998,22.951
858.867,D,-69.657,21.311
858.887,D,-68.927,26.23
858.906,D,-69.104,26.23
858.926,D,-71.093,24.59
858.945,D,-71.483,26.23
858.965,D,-70.686,31.148
858.984,D,-68.618,27.869
859.004,D,-69.035,29.508
859.023,D,-70.107,27.869
859.043,D,-70.957,26.23
859.062,D,-70.023,24.59
859.082,D,-68.943,22.951
859.102,D,-70.892,24.59
859.121,D,-71.496,24.59
859.141,D,-69.132,27.869
859.16,D,-69.128,22.951
859.18,D,-69.677,24.59
859.199,D,-70.413,26.23
859.219,D,-70.129,27.869
859.238,D,-69.056,27.869
859.258,D,-68.908,24.59
859.277,D,-70.005,24.59
859.297,D,-70.245,26.23
859.316,D,-69.987,27.869
859.336,D,-69.3,24.59
859.355,D,-68.972,21.311
859.375,D,-68.612,21.311
859.395,D,-68.954,19.672
859.414,D,-68.268,22.951
859.434,D,-70.352,24.59
859.453,D,-70.749,21.311
859.473,D,-70.941,21.311
859.492,D,-69.541,22.951
859.512,D,-70.147,26.23
859.531,D,-71.716,26.23
859.551,D,-70.244,26.23
859.57,D,-70.056,26.23
859.59,D,-70.035,26.23
859.609,D,-69.301,26.23
859.629,D,-68.737,27.869
859.648,D,-69.427,24.59
859.668,D,-71.329,27.869
859.688,D,-69.146,24.59
859.707,D,-69.2,26.23
859.727,D,-68.314,26.23
859.746,D,-67.531,26.23
859.766,D,-67.137,24.59
859.785,D,-66.734,26.23
859.805,D,-66.115,29.508
859.824,D,-65.318,32.787
859.844,D,-66.107,34.426
859.863,D,-65.875,32.787
859.883,D,-64.177,36.066
859.902,D,-63.934,39.344
859.922,D,-61.315,44.262
859.941,D,-60.258,40.984
859.961,D,-59.069,54.098
859.98,D,-58.241,57.377
